Name,Adipose_Subcutaneous,Adipose_Visceral_Omentum,Adrenal_Gland,Artery_Aorta,Artery_Coronary,Artery_Tibial,Bladder,Brain_Amygdala,Brain_Anterior_cingulate_cortex_BA24,Brain_Caudate_basal_ganglia,Brain_Cerebellar_Hemisphere,Brain_Cerebellum,Brain_Cortex,Brain_Frontal_Cortex_BA9,Brain_Hippocampus,Brain_Hypothalamus,Brain_Nucleus_accumbens_basal_ganglia,Brain_Putamen_basal_ganglia,Brain_Spinal_cord_cervical_c-1,Brain_Substantia_nigra,Breast_Mammary_Tissue,Cells_Cultured_fibroblasts,Cells_EBV-transformed_lymphocytes,Cervix_Ectocervix,Cervix_Endocervix,Colon_Sigmoid,Colon_Transverse,Colon_Transverse_Mixed_Cell,Colon_Transverse_Mucosa,Colon_Transverse_Muscularis,Esophagus_Gastroesophageal_Junction,Esophagus_Mucosa,Esophagus_Muscularis,Fallopian_Tube,Heart_Atrial_Appendage,Heart_Left_Ventricle,Kidney_Cortex,Kidney_Medulla,Liver,Liver_Hepatocyte,Liver_Mixed_Cell,Liver_Portal_Tract,Lung,Minor_Salivary_Gland,Muscle_Skeletal,Nerve_Tibial,Ovary,Pancreas,Pancreas_Acini,Pancreas_Islets,Pancreas_Mixed_Cell,Pituitary,Prostate,Skin_Not_Sun_Exposed_Suprapubic,Skin_Sun_Exposed_Lower_leg,Small_Intestine_Terminal_Ileum,Small_Intestine_Terminal_Ileum_Lymphoid_Aggregate,Small_Intestine_Terminal_Ileum_Mixed_Cell,Spleen,Stomach,Stomach_Mixed_Cell,Stomach_Mucosa,Stomach_Muscularis,Testis,Thyroid,Uterus,Vagina,Whole_Blood
FFAR1,0.043506,0.037193,0.051131,0.0167705,0.0255245,0.011019,0.052827,0.460876,0.14391,0.538128,0.077999,0.141426,0.352125,0.241317,0.701166,0.34511,0.32902,0.592747,2.39367,0.803561,0.036857,0.0,3.09708,0.047253,0.083227,0.046527,0.067733,0.075244,0.0559735,0.053969,0.046422,0.0207675,0.045803,0.265707,0.007254,0.004462,0.0120805,0.009544,0.0081685,0.009544,0.012809,0.15848,0.136175,0.025809,0.0068935,0.3017,4.92658,0.805245,0.540139,55.8759,1.17988,0.036744,0.057045,0.020111,0.0197195,0.362027,1.81718,0.709483,0.481058,0.053061,0.076503,0.043221,0.049959,0.47379,0.0685445,0.066622,0.0426175,0.072322
FFAR3,0.636035,1.25676,0.014183,0.0635565,0.097227,0.0,0.088692,0.034943,0.0,0.0469055,0.0,0.0,0.0300795,0.015345,0.047252,0.043103,0.030026,0.0435035,0.206048,0.073218,0.526842,0.0,0.03841,0.0,0.0,0.472261,0.144107,0.084237,0.0425965,0.328616,0.042354,0.0,0.046691,0.093524,0.019826,0.0259385,0.0,0.0,0.0,0.0,0.0,0.028705,0.12622,0.0,0.0,0.06663,0.102154,0.0542,0.0,2.11487,0.094348,0.094474,0.0698405,0.0,0.0,0.133206,0.108821,0.173147,0.339242,0.109774,0.111919,0.107634,0.156653,0.095554,0.197092,0.0,0.0,2.24345
FFAR2,1.36302,6.18068,0.227539,0.3581,0.440977,0.127426,0.202397,0.098321,0.082606,0.099086,0.061793,0.0909655,0.123966,0.092606,0.093474,0.094979,0.081836,0.089954,0.126549,0.156697,1.89483,0.0,4.98553,0.928516,0.137011,0.190307,0.398534,0.81955,0.51522,0.631956,0.210773,1.44109,0.213154,0.712064,0.296177,0.314423,0.265547,0.304488,0.611,1.43035,0.983644,5.60067,8.62425,0.485099,0.112229,0.183017,0.104111,0.0892355,0.030519,1.71201,0.060812,0.190562,1.1238,0.882288,0.852259,2.15094,0.732748,2.4078,35.9662,0.381783,0.366462,0.308711,0.40702,0.09474,0.700473,0.268871,1.11147,291.884
GPR4,30.0566,62.9606,7.16037,7.14686,14.059,6.81613,7.81869,3.01359,2.77269,3.83791,2.11802,3.4402,5.82503,3.3378,3.43051,4.01559,2.62116,3.94079,5.31746,5.50897,32.2497,7.96647,0.101277,6.93115,9.3822,5.49003,4.88845,2.8056,1.5929,2.49273,8.25552,3.38778,8.28282,12.2895,11.6394,9.93772,10.461,22.3615,2.0042,1.22282,1.5875,22.3145,47.6301,4.47385,4.05601,30.2234,5.9365,2.35302,1.12615,5.99943,2.02859,8.87826,9.50902,3.59622,4.43072,7.36187,2.21722,4.82431,7.80166,6.6533,5.08224,3.34376,5.80931,4.34262,41.8431,14.4138,8.27656,0.220992
GIPR,5.91916,10.5089,0.319984,0.305271,0.569097,0.216887,2.76481,0.926771,0.49063,0.740629,0.500229,0.781613,0.725818,0.585723,1.96737,1.92429,1.91227,1.06858,1.86289,2.44313,8.44423,0.619959,23.4793,2.8493,0.544606,0.268603,5.94712,10.3518,19.3431,1.00296,0.162478,2.25563,0.151508,4.21866,8.76666,2.02527,0.817216,5.33208,0.305378,0.13168,0.207444,14.4148,5.85863,9.02142,0.08511,0.471765,0.195719,4.71463,5.68652,103.028,5.41894,0.562374,8.16429,3.8719,4.84886,5.03327,10.187,5.36652,4.80311,8.00405,12.4358,12.0557,0.242296,0.481328,3.39027,0.27079,3.08274,1.31086
PTGIR,6.52688,10.6651,4.3645,77.4604,36.7313,26.9846,3.10965,0.166853,0.15141,0.116101,0.056235,0.084229,0.226459,0.168231,0.196811,0.154185,0.097125,0.134279,0.251994,0.180752,3.52368,12.4245,8.58279,4.23528,3.67171,3.78366,2.72675,1.9142,0.681439,3.21141,4.7917,1.20396,4.3225,4.6452,12.387,3.04401,6.43303,9.12183,3.00683,1.54428,2.15814,61.2564,39.421,3.1519,0.738595,5.60391,1.24046,1.72642,1.08305,3.54809,2.22579,1.50735,1.28775,2.96824,2.96771,3.96238,4.22923,3.63206,8.11089,2.65356,3.55566,0.757448,12.4327,0.291705,17.9473,3.84377,4.44685,3.76392
C5AR1,19.908,41.0666,12.0447,41.489,30.5982,15.9685,9.84235,1.54943,1.05316,1.49155,0.873368,0.842367,1.20245,1.13179,1.91423,3.49921,0.935134,0.810611,9.69339,2.27706,10.0428,2.76673,1.36161,7.59781,9.86661,13.7586,8.55936,9.34201,6.62342,12.3673,7.46611,2.05923,6.64338,19.7143,7.07812,2.30408,6.49924,8.76826,8.48002,14.1137,9.09599,32.6737,77.3703,5.94218,0.990603,29.512,7.54497,2.2766,3.11707,8.95798,3.23355,89.4749,8.35364,2.98849,2.71978,7.3656,6.39055,9.74061,59.8612,5.16935,6.6686,1.84743,25.5758,5.16067,6.67794,9.93842,7.03343,554.318
FPR1,7.97579,18.5251,6.01983,12.8666,11.8679,5.78262,4.54261,1.22947,1.00804,1.65551,0.674749,0.591443,1.13287,1.16682,1.44022,2.51939,1.29003,1.38927,6.89235,3.12052,5.13891,4.77127,0.086569,2.62915,3.15516,3.00943,2.20995,3.39788,1.43688,5.51426,2.63966,1.43924,3.13458,8.01744,3.60488,1.68225,2.36843,2.43282,2.92687,2.22448,3.37263,20.7323,57.7191,3.11307,0.796406,7.4326,2.69706,1.10201,0.54348,0.811246,1.06018,2.57055,2.96559,0.767792,0.925282,3.67434,3.46563,5.59923,158.914,2.09701,3.47266,0.897598,7.77349,1.89714,3.56615,2.97259,2.60357,2099.77
FPR2,0.595708,1.49115,0.414309,0.559612,0.562571,0.162765,0.254306,0.057332,0.059438,0.0891895,0.045134,0.0593065,0.077685,0.072194,0.050614,0.063323,0.101028,0.056835,0.104247,0.083016,0.293642,0.268703,0.01969,0.144466,0.22358,0.179316,0.18247,0.271949,0.0858895,0.329095,0.145886,0.095373,0.167797,0.479932,0.316643,0.149362,0.0973735,0.07691,0.241746,0.210263,0.441105,1.17544,8.08174,0.204496,0.060039,0.186363,0.415181,0.062016,0.015187,0.039083,0.064943,0.112515,0.174974,0.040844,0.048391,0.404499,0.221644,0.319479,16.1962,0.184621,0.201236,0.066723,0.580179,1.12204,0.223231,0.179867,0.165973,125.546
SSTR4,0.0,0.0,0.0,0.013088,0.008714,0.0,0.0,0.58145,0.923212,0.141215,1.51017,1.59524,1.02601,0.922871,0.420451,0.164397,0.339941,0.0803345,0.0366205,0.035978,0.0,0.0,0.0,0.0,0.026858,0.066136,0.036455,0.0054465,0.0,0.118782,0.015427,0.0,0.014934,0.148472,0.0,0.0110085,0.0,0.0,0.0,0.0,0.0,0.010659,0.12657,0.0,0.0,0.017909,0.0,0.0,0.0,0.24777,0.0,0.046547,0.002822,0.025844,0.031977,0.035242,0.0,0.005148,0.062525,0.028638,0.018936,0.015673,0.0381405,0.259641,0.0347785,0.029267,0.0,0.0
MC3R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031365,0.0,0.380275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272592,0.0,0.0,0.0,0.0
HRH3,0.016855,0.025062,0.040659,0.045055,0.03984,0.041964,0.211166,11.5691,31.9636,45.2421,59.7475,77.9994,26.8626,26.1966,7.81604,38.8564,62.3656,49.7487,1.99987,5.39795,0.036361,0.0,0.019163,0.08441,0.029493,0.147154,0.071368,0.031337,0.005892,0.153187,0.084093,0.0368935,0.086409,0.026446,0.019339,0.0132265,0.026372,0.035729,0.017665,0.012447,0.0,0.0763345,0.035353,0.033499,0.0356565,0.0626185,0.039337,0.0394295,0.024862,0.078943,0.0212275,3.07802,0.2449,0.180205,0.216348,0.080243,0.063737,0.0632465,0.032428,0.096304,0.127247,0.047526,0.215136,2.22849,0.0360865,0.03608,0.06102,0.037466
NTSR1,0.0472055,0.083113,0.030557,0.0338245,0.059444,0.018442,0.197053,0.834368,1.41456,0.276938,0.035714,0.0437145,1.37476,1.1713,0.249073,1.46588,0.65776,0.175882,0.052067,2.47566,0.03279,0.053305,0.022781,0.026808,0.029642,37.8291,9.45546,7.60202,0.059596,52.2206,0.779625,0.035831,0.990688,0.065043,0.022592,0.0254755,0.380859,2.03386,0.371725,0.586086,0.273172,0.112216,0.230121,0.039773,0.0244105,0.0299645,0.102833,0.280419,0.420007,0.091933,0.30362,0.071049,0.054771,0.142544,0.201128,0.34298,0.199991,0.693269,1.18739,0.414021,0.447362,0.226925,1.84239,1.03422,0.077516,0.026391,0.0312435,2.55426
OPRL1,0.506421,0.468979,0.488934,0.557638,0.565447,0.451776,0.309283,0.496413,0.94682,0.912053,2.09053,2.43073,2.27352,2.09436,0.435481,1.32662,1.54674,0.477103,0.395461,0.40159,0.519833,0.343221,0.374357,0.670916,0.61802,0.23134,0.211474,0.0849675,0.0910205,0.12424,0.187882,0.122906,0.16822,0.466336,0.202128,0.077541,0.119626,0.300009,0.032023,0.0,0.0,0.271343,0.771122,0.30732,0.055826,0.370173,0.186556,0.26071,0.150249,0.035194,0.260769,0.490268,0.405106,0.174219,0.184881,0.501582,1.62897,0.744481,1.54658,0.201309,0.113568,0.04982,0.0,5.25304,0.361074,0.288745,0.345461,3.80305
ADORA2A,2.61555,3.09703,3.36314,3.74818,5.60805,3.52598,3.43005,2.77012,3.18024,43.3671,8.53555,10.1312,4.90398,3.95117,3.42773,3.3416,47.8637,44.1835,2.59681,3.5822,2.79119,0.523572,35.2133,4.43887,4.51369,3.78767,3.41171,2.61374,2.10289,2.4757,4.01739,1.54472,4.09051,5.70364,3.85977,3.51396,5.88423,17.8084,4.76193,2.85012,3.28893,10.5158,14.9851,2.34333,1.08865,4.9504,4.38249,0.760515,0.713972,11.2001,0.940564,7.11075,5.70457,1.53844,1.75352,5.95228,15.4518,8.59678,15.1643,2.85191,2.42106,2.14081,2.63926,4.66177,5.24894,5.38108,3.93127,39.5754
SSTR3,0.0124275,0.097475,0.321449,0.013594,0.020129,0.011499,0.015513,1.0436,3.21844,0.213874,1.98034,1.01057,7.58523,7.79035,1.27258,4.10417,0.22928,0.214971,0.323967,0.578318,0.015341,0.008037,17.4813,0.017918,0.045668,0.031398,0.115115,0.128893,0.156745,0.048666,0.007962,0.022646,0.008896,0.108763,0.006359,0.0,0.164047,0.029379,0.0104655,0.011569,0.0,0.213172,0.087166,0.156364,0.0,0.011061,6.38119,0.558619,0.344056,28.808,0.787744,4.35034,0.042806,0.010104,0.00978,0.325389,2.46072,0.945732,0.898869,0.1275,0.138453,0.148665,0.0067345,18.2949,0.0236845,2.47149,0.0232165,1.38474
GALR3,0.0,0.0,0.025732,0.0,0.029773,0.030875,0.029713,0.165376,0.186378,0.232669,0.923133,0.996698,0.219427,0.237099,0.145142,0.308212,0.372904,0.156336,0.094634,0.098244,0.0,0.0381315,0.039224,0.078451,0.098234,0.033981,0.023794,0.0534655,0.0552445,0.076086,0.025829,0.0791595,0.0,0.070809,0.0,0.0,0.0036285,0.0,0.153278,0.17757,0.125012,0.0,0.0,0.0,0.0536315,0.0539835,0.147942,0.193857,0.350107,0.112424,0.235877,0.095956,0.11934,0.067423,0.0701655,0.0,0.099556,0.0654195,0.040939,0.0,0.020516,0.023504,0.032974,0.836172,0.108938,0.089859,0.0741255,0.0
GRPR,0.283332,0.161163,0.11048,0.106839,0.09282,0.067658,0.119631,0.058369,0.10187,0.039797,0.078063,0.0816745,0.093506,0.087669,0.031008,0.074795,0.03859,0.027535,0.051601,0.0342,0.526267,0.182781,0.953763,0.136918,0.475921,0.639092,0.293689,0.221584,0.098164,0.620896,3.43838,0.0361345,2.92173,0.206926,0.108144,0.0383755,0.0694265,0.078693,0.0,0.030724,0.0,0.0578305,0.172789,0.098111,0.100514,0.316324,0.050818,5.10685,2.22356,0.71063,2.64333,0.066989,0.274813,0.050622,0.061552,0.115632,0.060394,0.099682,0.104315,0.109394,0.355325,0.010955,2.61225,0.182541,0.179308,0.392522,0.138981,0.066405
GPR34,16.0695,13.6726,10.4458,10.874,15.0497,7.00756,5.4685,3.69154,2.43953,3.26836,0.952095,0.586156,1.2803,1.99115,3.35581,3.88357,2.91748,2.27292,11.4902,6.14638,9.00129,0.043414,0.529277,3.36601,5.32951,4.75661,5.50808,8.93869,5.32761,3.42579,4.72041,1.49713,4.55484,4.85252,1.36347,0.947664,1.00209,0.94885,0.373146,0.76547,1.47404,22.0729,7.37054,3.85086,0.502226,9.38263,2.46745,1.17308,0.537804,1.25536,1.54112,1.69349,5.36752,1.10891,1.37352,12.0615,21.1352,13.6658,22.2964,2.8076,2.79051,1.61055,2.9653,1.13931,2.556,3.39126,2.50794,1.8607
P2RY4,0.271771,0.138664,0.130067,0.240491,0.199677,0.212397,0.282545,0.013849,0.0,0.0207095,0.029108,0.056728,0.0295775,0.008545,0.018053,0.020068,0.015517,0.012687,0.0366715,0.024102,0.274549,0.241536,0.307422,0.424984,0.290712,0.217218,0.297329,0.367294,0.343525,0.115569,0.203109,0.145241,0.202796,0.247749,0.074329,0.0462965,0.0626135,0.104795,0.0368215,0.0,0.0,0.146693,0.238283,0.359996,0.0589245,0.453212,0.238661,0.0822945,0.056013,0.148143,0.015021,0.15573,0.245762,1.20016,1.06786,0.899027,0.282508,0.781125,0.148264,0.143966,0.065816,0.031798,0.093255,0.154779,0.388936,0.284031,0.341782,0.0
CYSLTR1,2.39323,2.06307,0.420629,1.13411,1.68656,0.638098,0.749268,0.17954,0.130314,0.212049,0.07975,0.0721985,0.117729,0.138794,0.208923,0.247005,0.13225,0.180832,0.481036,0.314402,1.79738,0.0,4.65911,0.679098,0.58445,0.702889,0.955827,0.722291,0.752864,0.349214,9.1134,0.845125,12.5434,1.04442,0.211302,0.127468,0.350477,0.195811,0.0800675,0.02406,0.066284,1.32303,1.52463,1.31186,0.131541,1.14897,0.096563,0.197667,0.088262,0.178146,0.156083,0.248974,0.904706,0.666103,0.584278,2.01947,7.71777,3.52035,5.00721,0.869728,0.876755,0.348674,2.82009,0.0870535,1.82798,0.67566,0.647299,2.08601
LPAR4,0.420073,0.821064,0.042559,0.71219,0.578739,0.373283,0.243913,0.807597,0.248682,0.47247,0.279209,0.404728,0.30143,0.215575,0.927483,0.293396,0.343387,0.266513,0.658949,0.246348,0.609216,0.321966,0.06627,0.431858,1.23079,0.527995,0.249464,0.100707,0.061017,0.448837,1.45603,0.284741,0.916603,1.1432,0.371305,0.128713,0.0287445,0.101609,0.0,0.0,0.0,0.311625,0.105777,0.264104,0.0336895,0.472183,3.50339,0.036313,0.023878,0.286073,0.0196355,0.195702,0.181268,0.23267,0.143429,0.304697,0.222971,0.244745,0.067403,0.104784,0.25647,0.0,1.79714,0.263346,0.34173,1.06631,0.404087,0.0
HTR2C,0.0,0.0,0.0,0.0,0.0,0.0,0.031625,2.40515,1.86072,13.3555,0.110772,0.079797,0.746151,1.38155,1.36534,13.8185,34.3496,6.4246,0.54573,1.34555,0.0,0.0,0.0,0.118474,0.077865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007203,0.0,0.0717195,0.0,0.0,0.0,0.0,0.0,0.016702,0.0380315,0.0,0.008852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909925,0.0,0.0,0.324539,0.0
GPR119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018569,0.0553275,0.0415945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27047,0.136604,22.1046,0.381563,0.0,0.0,0.0,0.0,0.07133,0.0,0.08318,0.0,0.031564,0.042248,0.039017,0.0,0.182581,0.0,0.0,0.0,0.0
AVPR2,14.6721,10.4996,0.313972,0.973653,3.45768,1.82006,3.69749,0.085753,0.136571,0.0607865,3.04978,2.88687,0.114591,0.108857,0.082285,0.071702,0.045222,0.041799,0.123838,0.063015,10.6435,0.0,0.270073,4.46264,4.63977,2.77757,1.80291,1.47657,0.58084,2.01707,4.75974,1.22503,4.94871,5.61455,2.09523,3.24833,2.88703,16.7785,0.0444385,0.029225,0.035375,0.613015,1.44618,1.76396,1.55726,6.5073,0.526269,0.490471,0.542158,0.478848,0.588058,0.275825,2.1203,2.53481,2.95602,2.35656,2.66884,2.0288,0.83346,1.53847,1.29192,0.807042,2.88709,0.634721,4.09554,6.14615,3.6434,0.401718
